1706195127.350671,5,3.0572118759155273
1706195127.822281,6,3.007659435272217
1706195129.675911,10,2.81398606300354
1706195130.094079,11,2.765803813934326
1706195131.038957,13,2.6665310859680176
1706195131.512102,14,2.6151015758514404
1706195131.9417868,15,2.5618937015533447
1706195132.891087,17,2.4504082202911377
1706195133.365265,18,2.3922617435455322
1706195133.7835772,19,2.3326969146728516
1706195134.260841,20,2.271632671356201
1706195136.155709,24,2.0134522914886475
1706195140.317358,33,1.3439706563949585
1706195140.804126,34,1.2646421194076538
1706195141.762217,36,1.1060571670532227
1706195143.131789,39,0.8735389709472656
1706195143.61274,40,0.7990748286247253
1706195144.502369,42,0.6574993133544922
1706195145.4368582,44,0.5289363861083984
1706195145.921623,45,0.4706484377384186
1706195146.9168398,47,0.36840304732322693
1706195147.811392,49,0.287126362323761
1706195148.284939,50,0.25468069314956665
1706195149.651632,53,0.188545823097229
1706195150.130846,54,0.17558631300926208
1706195150.547457,55,0.16621406376361847
1706195151.024533,56,0.15971946716308594
1706195151.497689,57,0.15537624061107635
1706195152.864396,60,0.14857423305511475
1706195153.336994,61,0.14664147794246674
1706195154.231862,63,0.1415381282567978
1706195155.189427,65,0.13453993201255798
1706195155.60765,66,0.13054868578910828
1706195156.144289,67,0.12642668187618256
1706195156.629727,68,0.12231965363025665
1706195158.004332,71,0.11126584559679031
1706195158.477091,72,0.10824907571077347
1706195158.95487,73,0.10561215877532959
1706195159.374521,74,0.10334403067827225
1706195160.331554,76,0.0997723713517189
1706195161.707786,79,0.0960819348692894
1706195164.0322409,84,0.09092982858419418
1706195164.4527738,85,0.08982826769351959
1706195164.920938,86,0.08869123458862305
1706195165.402536,87,0.08752778172492981
1706195165.8205152,88,0.08635090291500092
1706195166.2999759,89,0.08516932278871536
1706195168.6145961,94,0.07959052175283432
1706195172.3332229,102,0.0726170614361763
1706195173.703369,105,0.07058079540729523
1706195174.183873,106,0.06993294507265091
1706195177.417043,113,0.06572270393371582
1706195178.786104,116,0.06406966596841812
1706195179.680334,118,0.0629887729883194
1706195180.146506,119,0.06245126947760582
1706195180.627004,120,0.061913397163152695
1706195182.5001879,124,0.059779442846775055
1706195182.920057,125,0.05925559252500534
1706195183.391456,126,0.05873483791947365
1706195184.762943,129,0.05719779059290886
1706195185.233218,130,0.056694358587265015
1706195186.609801,133,0.0552162230014801
1706195188.447513,137,0.053319092839956284
1706195189.395034,139,0.05239742249250412
1706195190.2792919,141,0.051490772515535355
1706195190.7590668,142,0.051043812185525894
1706195191.178026,143,0.050603680312633514
1706195191.655267,144,0.050167862325906754
1706195193.5095968,148,0.04845516383647919
1706195194.461809,150,0.04761260375380516
1706195195.8253472,153,0.046356748789548874
1706195196.2476852,154,0.04594016447663307
