1706200345.763607,5,2.5057756900787354
1706200346.218262,6,2.4184980392456055
1706200347.9345448,10,2.088165283203125
1706200348.303651,11,2.0065758228302
1706200349.179583,13,1.845596432685852
1706200349.600265,14,1.7653214931488037
1706200349.958237,15,1.6844226121902466
1706200350.790408,17,1.5200865268707275
1706200351.213037,18,1.4371488094329834
1706200351.570018,19,1.3538670539855957
1706200351.9688058,20,1.270693302154541
1706200353.5533178,24,0.9477484226226807
1706200357.113399,33,0.3797219693660736
1706200357.527734,34,0.33594295382499695
1706200358.386406,36,0.26171937584877014
1706200359.638161,39,0.18468424677848816
1706200360.088374,40,0.16800379753112793
1706200360.884625,42,0.1465224027633667
1706200361.665735,44,0.13742171227931976
1706200362.078343,45,0.13585618138313293
1706200362.900321,47,0.13529570400714874
1706200363.661827,49,0.13464955985546112
1706200364.070873,50,0.1334446519613266
1706200365.242929,53,0.12543146312236786
1706200365.656661,54,0.121601901948452
1706200366.015126,55,0.11747919768095016
1706200366.426655,56,0.11323532462120056
1706200366.839676,57,0.10904122143983841
1706200368.01522,60,0.09824368357658386
1706200368.426827,61,0.09547533094882965
1706200369.196394,63,0.09125908464193344
1706200370.015827,65,0.08844631165266037
1706200370.3755672,66,0.0873890221118927
1706200370.785645,67,0.08646109700202942
1706200371.231816,68,0.08559564501047134
1706200372.453433,71,0.08289966732263565
1706200372.863534,72,0.08190688490867615
1706200373.2798998,73,0.08084387332201004
1706200373.637608,74,0.07970346510410309
1706200374.463351,76,0.0772756040096283
1706200375.654378,79,0.07360807806253433
1706200377.8258,84,0.06846348941326141
1706200378.1830919,85,0.0676082968711853
1706200378.5877602,86,0.06679647415876389
1706200379.0047748,87,0.06601808965206146
1706200379.3599849,88,0.06526599079370499
1706200379.7720032,89,0.06453581154346466
1706200381.778506,94,0.061209868639707565
1706200385.031871,102,0.05644631385803223
1706200386.2085068,105,0.05487530678510666
1706200386.626592,106,0.05436977371573448
1706200389.458216,113,0.05087051913142204
1706200390.6347468,116,0.049377065151929855
1706200391.405096,118,0.04839573800563812
1706200391.810164,119,0.047910116612911224
1706200392.224787,120,0.04742914065718651
1706200393.817163,124,0.04556776583194733
1706200394.17569,125,0.04511944577097893
1706200394.586289,126,0.0446770116686821
1706200395.7771142,129,0.04337725043296814
1706200396.181786,130,0.04295197129249573
1706200397.370065,133,0.04169546812772751
1706200398.9846349,137,0.04007165506482124
1706200399.9901361,139,0.03928901255130768
1706200400.7916842,141,0.038525041192770004
1706200401.228697,142,0.038151755928993225
1706200401.68784,143,0.03778567537665367
1706200402.111584,144,0.03742905706167221
1706200403.700454,148,0.03604777157306671
1706200404.523509,150,0.035390160977840424
1706200405.699735,153,0.034460462629795074
1706200406.066763,154,0.03416411206126213
1706200406.477896,155,0.033873941749334335
1706200407.299718,157,0.03330874815583229
1706200407.6556642,158,0.03303275629878044
1706200408.072266,159,0.032762784510850906
1706200409.282305,162,0.0319790318608284
1706200410.113197,164,0.031473107635974884
1706200410.46843,165,0.03122417815029621
1706200411.2914371,167,0.03073347546160221
1706200411.704101,168,0.030491750687360764
1706200412.933434,171,0.029781997203826904
1706200414.979564,176,0.028624311089515686
1706200415.4007318,177,0.028397366404533386
1706200415.82288,178,0.028172733262181282
1706200416.606383,180,0.027729950845241547
1706200417.012645,181,0.027510864660143852
1706200417.845385,183,0.027075333520770073
1706200418.610743,185,0.026641452684998512
1706200419.0267038,186,0.02642461471259594
1706200419.379669,187,0.026207050308585167
1706200419.793239,188,0.025992052629590034
1706200420.623586,190,0.02556716464459896
1706200420.981778,191,0.025353774428367615
1706200423.773416,198,0.023886730894446373
1706200425.367701,202,0.023064274340867996
1706200427.166262,206,0.02225523255765438
1706200427.6089401,207,0.02205677516758442
1706200428.0484228,208,0.021857596933841705
1706200429.713526,212,0.021066710352897644
1706200430.8870459,215,0.02049122005701065
1706200432.0662951,218,0.019930478185415268
1706200432.4821708,219,0.01974574290215969
1706200433.681569,222,0.01919848844408989
1706200434.093334,223,0.01901879720389843
1706200434.862342,225,0.018660562112927437
1706200435.292047,226,0.018482625484466553
1706200435.713702,227,0.018307089805603027
1706200436.585802,229,0.01796293817460537
1706200437.015536,230,0.017794158309698105
1706200437.790452,232,0.01746487058699131
1706200438.199761,233,0.01730252243578434
1706200438.624959,234,0.01714228093624115
1706200439.8687449,237,0.016681557521224022
1706200441.0837948,240,0.01624123565852642
1706200443.147378,245,0.01554392371326685
1706200443.913048,247,0.015280190855264664
1706200444.7373,249,0.015026425011456013
1706200445.125165,250,0.014904486015439034
1706200447.1874251,255,0.014323658309876919
1706200448.373846,258,0.01398913562297821
1706200448.803873,259,0.013880892656743526
